Rk,School,Year,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
286,St. John's (NY),2022,11.95,6.51,79.6,74.2,30.3,66.8,0.453,7.25,21.6,0.335,11.8,17.4,0.677,12,37.8,18.8,8.84,5.47,11.9,17.9
287,St. Thomas,2022,-11.15,-5.59,74.7,75.3,26.7,60.5,0.441,11.1,31.2,0.357,10.2,13.5,0.758,6.2,29.6,12.6,5.17,1.27,8.1,17
288,Stanford,2022,6.27,8.59,66.4,68.7,24.1,55.6,0.433,7.28,21.5,0.339,11,16.7,0.659,11.5,36.9,13.1,5.56,2.59,15,17.4
289,Stephen F. Austin,2022,2.43,-1.6,74.5,68.4,27.4,57.8,0.474,5.91,17.9,0.33,13.8,20.4,0.678,11.6,35.2,15,9.06,4.06,16.4,19.7
290,Stetson,2022,-10.34,-4.07,69.7,71.5,25.5,59.3,0.43,8.5,24.3,0.35,10.2,14.7,0.69,10.5,35.6,14.3,7.03,2.93,13,14.8
291,Stony Brook,2022,-6.63,-5.43,72.9,73.1,26.3,60,0.438,8.19,24.2,0.339,12.2,16.2,0.752,9.65,34.8,11.2,6.71,2.9,10.6,14.3
292,Syracuse,2022,10.12,7.82,77.4,75.1,27.7,61.5,0.451,9.09,24.1,0.377,12.8,17.4,0.737,10.6,36.3,14.6,7,3.76,10.7,14.2
293,Tarleton State,2022,-3.18,-0.5,64.6,65.3,22.7,54.3,0.419,5.03,16.5,0.305,14.1,18.6,0.754,9.42,30.5,11.3,7.65,2.19,12.2,18.1
294,TCU NCAA,2022,13.72,10.16,68.5,64.9,25.4,57.7,0.439,5.53,18.3,0.302,12.2,18.1,0.674,13,39,13.6,6.44,4.15,14.5,15.5
295,Temple,2022,4.61,4.3,66.8,66.4,22.4,56.7,0.395,6.72,21.7,0.311,15.3,22.5,0.679,12.3,38.8,11.8,6.76,4.66,12.6,18.4
296,Tennessee NCAA,2022,20.46,9.94,73.5,62.9,26.1,60.2,0.434,8.71,24.2,0.36,12.5,17.4,0.715,11.7,36.9,16.5,9.31,4.29,12.3,16.9
297,Tennessee State,2022,-9.34,-7.31,71.3,70.2,25.8,57.9,0.445,6.59,18.8,0.35,13.2,18.4,0.715,10.4,35,12.3,6.75,3.34,13.9,19.1
298,Tennessee Tech,2022,-7.27,-3.03,72.8,73.7,28,62.4,0.449,7,20.5,0.342,9.69,14.7,0.661,11.6,37.1,16,7.25,3.72,13.3,14.5
299,Tennessee-Martin,2022,-11.13,-3.02,68.9,73.5,25.4,61.2,0.415,6.83,22.8,0.299,11.3,16.1,0.7,11.7,36.9,11.8,6.6,4.37,13.3,18.1
300,Texas NCAA,2022,17.01,8.87,68.8,60.6,24.5,55.5,0.441,6.62,20,0.33,13.2,17.7,0.746,10.4,33.3,13.2,7.68,3.38,11.6,17.9
301,Texas A&M,2022,12.93,7.42,72.7,66.1,25.9,58.4,0.443,6.5,20,0.325,14.5,20.6,0.703,12.1,35.5,13.5,9.95,3.4,13.1,17.5
302,Texas A&M-Corpus Christi NCAA,2022,-6.78,-9.1,76.6,70.1,26.9,60.9,0.443,6.4,19,0.336,16.3,22.2,0.737,12.8,38.3,15.1,8.51,1.77,14.1,20.3
303,Texas Southern NCAA,2022,-3.3,-6.24,69,66.1,25.1,57.9,0.433,5.63,17.9,0.314,13.2,19.5,0.679,11.8,39.4,10.7,5.56,5.16,14.9,17.7
304,Texas State,2022,0.14,-2.86,70.4,63.2,25.5,55.1,0.462,6.31,16.9,0.374,13.2,17.5,0.752,10.1,33.6,12.2,6.48,3.55,12.3,17.1
305,Texas Tech NCAA,2022,20.08,8.65,72.1,60.6,26.2,55.5,0.472,6.08,18.9,0.321,13.6,19.5,0.698,10.6,36.4,13.7,8,3.51,13.5,16.2
306,Texas-Rio Grande Valley,2022,-10.18,-1.28,71.4,78.6,24.5,55.5,0.441,6.32,20.8,0.304,16.1,23.1,0.695,8.74,34.5,12.2,5.23,3.19,15.4,20
307,The Citadel,2022,-6.8,-1.97,76.8,76.8,27,60.8,0.445,10.7,30.3,0.354,12,17.9,0.672,9.32,37.3,16.1,4.71,3.58,12.2,15.3
308,Toledo,2022,6.26,-3.22,79.9,68.6,29.9,62.4,0.479,6.91,19.5,0.354,13.2,17.5,0.754,10.6,39.9,15.3,5.53,2.76,10.2,15.1
309,Towson,2022,6.47,-2.15,72.9,64.3,25.6,57.1,0.448,7.79,21.9,0.357,13.9,19.4,0.719,11.7,36.5,13.5,7.26,2.71,11.9,17.4
310,Troy,2022,-3.56,-3.52,69.2,65.6,24.1,56.6,0.425,7.5,22.9,0.327,13.6,18.7,0.727,11.2,37.1,13.8,7.88,2.22,15.3,17.6
311,Tulane,2022,6.74,5.33,73.1,71.7,25.3,57.3,0.442,8.07,22.1,0.365,14.4,19.1,0.756,6.72,31.6,13.5,7.93,3.28,10.5,16.1
312,Tulsa,2022,1.56,4.07,67.4,69.9,24,55.4,0.434,6.84,20,0.342,12.5,17.2,0.726,8.97,32.6,11.8,6.84,2.23,12.8,16
313,UAB NCAA,2022,10.9,-0.14,80.3,66.7,29.6,63.2,0.468,7.89,21,0.376,13.3,18,0.739,12.1,38.3,12.9,9.54,4.17,11.5,16.5
314,UC Davis,2022,-3.7,-4.29,67.8,66.4,25,56.9,0.44,6.08,18.3,0.333,11.7,16.5,0.705,8.88,34.3,11.3,6,2.88,12.5,18.5
315,UC Irvine,2022,1.59,-0.93,66.2,60.3,24.4,55.1,0.442,5.04,15.5,0.325,12.5,16.3,0.765,10,36.3,10.9,6,3.56,13.5,18
316,UC Riverside,2022,-0.92,-1.89,66.6,63.7,24.4,55.1,0.442,7.18,22.4,0.32,10.6,14.8,0.72,7.89,35.5,13.3,5.25,1.32,12.3,16
317,UC San Diego,2022,-7.04,-3.78,70.2,70.6,24,54.2,0.444,9.14,24.7,0.37,13,17.4,0.748,5.93,30.6,13.6,5.76,1.83,12.6,14.6
318,UC Santa Barbara,2022,1.38,-4.39,73.8,65.8,27,54.5,0.494,5.43,16.4,0.332,14.4,20.4,0.708,9.07,34.9,15.6,6.25,2.93,13.3,17.3
319,UCF,2022,6.23,4.63,69.8,68.2,24.7,58.3,0.423,8.8,25.1,0.35,11.7,16.6,0.703,11.1,35.2,14.5,7,3.67,13,15.7
320,UCLA NCAA,2022,19.3,8.36,75.4,64.5,27.6,61.4,0.45,6.77,19.2,0.353,13.4,18.1,0.741,11.3,36.6,13.9,6.97,3.31,8.94,15.8
321,UNC Asheville,2022,-4.52,-5.28,75.3,68.8,26,56.8,0.457,8.22,22.6,0.363,15.2,20.9,0.726,9.31,33.9,12.7,6.5,4.91,12.3,15.8
322,UNC Greensboro,2022,-2.47,-1.99,65.1,65,23.4,54.4,0.431,7.31,21.4,0.342,10.9,15.1,0.721,10.9,35,12.1,6.41,1.59,13,15.3
323,UNC Wilmington,2022,-0.66,-2.84,72.1,69,25.1,59.2,0.424,7.14,21.4,0.333,14.8,19.9,0.743,10.2,33.5,10.6,7.61,4.03,10,18
324,UT Arlington,2022,-5.49,-0.94,67.2,68.7,24.5,58.5,0.419,6.34,20.2,0.313,11.8,16.8,0.701,11.6,36.8,14,7.83,4.24,14,17.9
325,Utah,2022,5.45,6.61,69.7,70.9,24.3,58,0.419,7.65,22.8,0.335,13.5,17.4,0.774,10.5,36.3,13.5,4.58,2.9,12.3,16.5
326,Utah State,2022,10.41,4.53,73.4,66.9,27,56.6,0.476,7.79,22.8,0.342,11.7,16.2,0.721,8.41,35.4,18,6.15,2.12,12.5,16.5
327,Utah Tech,2022,-8.53,-0.53,72.5,74.1,25.6,60.2,0.426,7.06,22.5,0.314,14.1,20.8,0.679,10.7,38.5,15.5,6.71,2.42,15,18.8
328,Utah Valley,2022,2.37,-1.6,71.2,65.1,24.9,54.9,0.454,6.38,17.2,0.37,15,21,0.714,10.9,40.5,14.8,5.47,4.47,15.5,16.8
329,UTEP,2022,0.27,-0.48,69.2,66.6,24.7,57.4,0.431,7.62,21.8,0.35,12.1,15.9,0.763,8.09,32.1,12.1,7.44,3.56,11.6,18.1
330,UTSA,2022,-10.46,-1.49,67.3,72.3,24.8,62.8,0.396,6.25,21.3,0.294,11.3,16.6,0.682,12.7,38.3,11.4,5.72,2.53,12.7,16.4
331,Valparaiso,2022,-1.61,0.83,70.8,70.5,26.1,56.9,0.459,7.19,21.6,0.332,11.3,14.9,0.759,5.44,32.3,12.5,6.38,2.97,11.1,13.5
332,Vanderbilt,2022,11,8.05,70.8,67.8,23.6,55.6,0.424,8.61,25.4,0.34,15,21.5,0.697,9.64,34.3,11.8,7.25,3.39,13.1,18.1
333,Vermont NCAA,2022,7.81,-5.7,74.8,60.7,27.5,55.9,0.492,8.76,24,0.365,11,14.8,0.742,7.29,35,15.1,5.09,2.47,9.59,14
334,Villanova NCAA,2022,19.31,10.29,71.7,62.7,24.3,56.1,0.432,9.34,26,0.359,13.9,16.7,0.83,10.3,34.8,11.9,6.03,2.18,9.89,14.9
335,Virginia,2022,8.88,6.6,62.4,60.1,23.3,52,0.449,5.03,15.6,0.323,10.7,14.6,0.73,8.57,31.3,14.1,5.71,4.26,9.69,13.7
336,Virginia Commonwealth,2022,9.83,5.17,67.1,62.4,24.8,53.8,0.461,5.66,16.3,0.347,11.7,16.7,0.704,8.38,32.5,13.9,9.19,5.06,15.1,18.7
337,VMI,2022,-2.47,-2.05,79,74.2,27.4,59.6,0.459,12.5,32.8,0.381,11.8,14.9,0.792,8.25,36.3,16,4.81,2.72,11.6,14.9
338,Virginia Tech NCAA,2022,14.48,6.48,70.8,62.8,25.9,55,0.471,8.86,22.6,0.392,10.1,13.5,0.751,8.47,32,14.3,5.33,3.17,10.9,14.9
339,Wagner,2022,-1.12,-9.01,74.4,64.7,27.7,59.7,0.463,5.11,17.9,0.285,14,19.3,0.726,11.8,37.3,14.6,8.37,2.81,12.5,19.8
340,Wake Forest,2022,13.24,4.75,78.5,70.1,27.9,57.9,0.483,8.46,24.6,0.344,14.2,19.5,0.73,8.71,36.8,15.1,6.49,3.89,13.9,16
341,Washington,2022,5.03,6.72,70.6,72.3,24.9,60.3,0.413,6.19,19.8,0.312,14.7,20.9,0.701,11,33.4,10.2,8.28,4.13,11.9,16.6
342,Washington State,2022,12.57,5.97,71.5,64.9,24.5,60.5,0.406,8.95,26.7,0.335,13.4,18.1,0.744,12.5,37.2,11.2,6.41,4.46,11.2,17.4
343,Weber State,2022,-1.73,-5.21,76.2,70.3,26.6,56,0.475,7.15,21.1,0.339,15.8,21.1,0.749,6.58,32.1,10.6,7.67,2.52,11.6,15.4
344,West Virginia,2022,10.23,10.74,68.5,69,23.6,57.1,0.413,6.3,19.2,0.328,14.9,20.6,0.724,10.8,32.2,10.5,7.79,4.55,12.4,17.4
345,Western Carolina,2022,-10.48,-1.9,70.7,77.3,24.6,61.3,0.402,10,31.3,0.319,11.5,17,0.673,11.5,37.5,12.9,4.88,2.38,12.4,17
346,Western Illinois,2022,-6.34,-5.51,77.9,77.2,27.8,64,0.434,8.66,26.2,0.331,13.7,19.3,0.708,11.3,37.9,11.4,6.22,2.53,11.4,17.4
347,Western Kentucky,2022,3.3,0.23,75.4,69.2,27.5,58.9,0.467,7.69,21.7,0.354,12.7,17.8,0.714,8.47,35.4,13.9,8.47,5.94,12.1,11.3
348,Western Michigan,2022,-13.51,-2.3,65.4,75.1,23.5,56,0.421,8.45,25.4,0.332,9.84,14.1,0.7,9.13,33.1,10.3,5.32,2.32,13.7,16.8
349,Wichita State,2022,8.11,6,68.5,66.4,23.5,58.4,0.403,7.54,24.2,0.312,13.9,18.5,0.753,11.9,37.1,12,7.54,4.57,12.9,15.9
350,William & Mary,2022,-13.91,-1.88,63.9,74.4,22.6,56.2,0.402,6.75,21.9,0.308,11.9,16.8,0.705,9.75,35.3,11.5,6.59,2.97,16.2,16.8
351,Winthrop,2022,-1.56,-3.63,75.2,70.2,26.3,54.2,0.486,8.63,23.2,0.371,14,20,0.7,8.25,34.3,13.4,6.47,2.59,14.6,17.9
352,Wisconsin NCAA,2022,13.13,9.16,69.9,66,24.7,58.5,0.422,6.45,21.1,0.306,14.1,19,0.743,9.33,35,11.1,5.3,2.94,8.7,16.8
353,Wofford,2022,2.01,-1.55,72.6,66.3,25.6,54.9,0.465,9.47,26.6,0.356,12,15.8,0.758,8.47,31.2,13.3,6.94,1.47,11.6,15.2
354,Wright State NCAA,2022,-1.94,-5.11,75.8,71.8,27.4,59.4,0.461,6.47,19.4,0.333,14.5,18.9,0.768,10.5,34.9,14.1,5.89,2.97,12.2,14.5
355,Wyoming NCAA,2022,9.36,3.6,72.5,65.5,25.1,54.9,0.457,8.09,23.6,0.342,14.3,19.7,0.725,8.24,35.6,11.2,3.91,1.97,11.3,15.2
356,Xavier,2022,13.23,8.34,74.1,69.2,26.5,58.7,0.451,6.72,20.9,0.322,14.4,20.7,0.698,10.3,37.1,14.8,7.47,4.33,11.7,15.4
357,Yale NCAA,2022,-0.1,-1.34,71.8,69.1,25.6,58.1,0.442,6.84,20.9,0.328,13.7,18.6,0.735,8.97,35.9,12,6.23,3.16,12.8,17.5
358,Youngstown State,2022,-6.28,-7.12,72.6,69.8,25.8,57.6,0.448,7.53,21.9,0.343,13.5,17.7,0.761,10.2,34.7,11.9,5.38,2.56,11.7,17.4
1,Abilene Christian NCAA,2021,6.27,-6.37,75.7,60.4,27.1,60.4,0.449,7.62,22.2,0.344,13.9,20.5,0.678,11.3,36.1,17.7,9.72,2.97,13.6,19.1
2,Air Force,2021,-12.98,0.22,58.7,71.9,20.9,46.8,0.446,6.96,21.1,0.33,10,14.4,0.693,4.4,23.2,12.3,7.08,2.48,14.4,16.6
3,Akron,2021,1.85,-1.96,78.2,72.2,27.3,61.5,0.444,9.43,28.3,0.333,14.1,18.7,0.758,11.4,38.9,13.3,4.91,3.65,11.8,18
4,Alabama NCAA,2021,19.58,10.01,79.7,70.1,28,64.4,0.435,10.5,30,0.352,13.1,18.5,0.708,12.4,40.7,14.1,8.48,4.33,13.9,18.3
5,Alabama A&M,2021,-18.86,-14.99,63.3,67.2,23.1,57.9,0.4,5.53,19.1,0.29,11.5,18.4,0.627,10.7,38.5,10.9,5.47,3.6,15.3,18.1
6,Alabama State,2021,-24.28,-16.95,64.2,71.6,21.3,56.1,0.38,6.17,19.4,0.317,15.5,23.9,0.647,11.4,36.3,9.72,6.11,2.39,16.2,19.1
7,Albany (NY),2021,-4.53,-5.22,69.4,68.7,24.7,55.2,0.447,6.38,18.9,0.337,13.6,18.8,0.724,6.88,30,11.7,6.13,1.81,12.6,17.8
8,Alcorn State,2021,-19.58,-10.06,66.1,75.6,22.9,58.3,0.393,5.95,19.8,0.301,14.4,19.8,0.726,10.8,32,9.32,7.58,1.58,14.5,20.7
9,American,2021,-6.32,-1.82,69.1,73.6,24.8,55.7,0.445,9,23.8,0.378,10.5,14.9,0.705,7.8,32.6,12.8,7.3,4.7,15.8,19.3
10,Appalachian State NCAA,2021,-5.84,-5.72,70.3,64.1,23.8,58.2,0.409,8.03,25.4,0.316,14.7,19.8,0.742,11,36.3,11.9,7.93,3.69,11.8,13.6
11,Arizona,2021,15.02,8.18,75.4,68.6,25.7,57.4,0.447,6.69,18,0.372,17.4,24,0.727,11.7,38.3,15.5,5.85,4,11.9,17.8
12,Arizona State,2021,7.48,10.24,74.3,77.1,26.2,60.6,0.433,7.16,21.5,0.333,14.7,20.2,0.728,7.84,31.9,13.1,7.28,3.28,11,19.1
13,Arkansas NCAA,2021,17.8,7.18,81.4,70.8,29.2,64.7,0.451,7.28,21.9,0.332,15.7,21.2,0.74,11.8,39.7,14.6,7.84,4.94,12.9,16.9
14,Arkansas State,2021,-7.97,-5.87,72.5,69.5,25.9,57.9,0.447,6.42,16.8,0.383,14.4,19.9,0.722,11,37.2,14.5,6.58,2.83,13,16
15,Arkansas-Pine Bluff,2021,-22.67,-7.79,62,76.8,21,54.2,0.386,4.92,16,0.308,15.1,20.9,0.723,9.6,32.3,9.6,6.4,3.8,15.8,18.2
16,Army,2021,0.06,0.63,71.7,69.5,26.7,58.5,0.456,7.82,24,0.326,10.5,16.5,0.637,8.09,34.6,14.4,6.27,1.45,12.5,15.5
17,Auburn,2021,10.02,9.28,77.2,76.4,26.3,60.3,0.437,9.07,27.8,0.326,15.4,21.8,0.708,12.9,39.4,14.8,6.22,6.04,16.2,17.9
18,Austin Peay,2021,-6.66,-8.22,74.3,70,27.1,59.9,0.453,7.19,21.2,0.339,12.9,17.1,0.751,12.6,34.5,13.2,6.78,2,14.7,17.5
19,Ball State,2021,-1.96,-1.22,74.7,75.5,26.7,60.2,0.443,8.48,24.8,0.342,13,17.3,0.751,9.96,36.9,13.8,5.48,2.39,14.3,19.2
20,Baylor NCAA,2021,24.83,7.4,82.9,65.5,30.6,62.9,0.486,9.97,24.1,0.413,11.8,16.7,0.708,12.5,36,16.9,8.9,3.7,11.5,17.1
21,Bellarmine,2021,-1.76,-5.56,74.3,66.2,28,55,0.508,6.5,17.3,0.375,11.9,15.7,0.757,7.77,30.3,15.5,7.27,2.27,11.1,15.5
22,Belmont,2021,3.46,-8.71,81.3,69.1,29.8,61,0.489,9.03,26.2,0.344,12.7,17.2,0.738,8.8,35.7,18.2,7.73,2.9,12,14.6
23,Binghamton,2021,-12.24,-5.35,65.4,72.3,23.9,57.7,0.414,8.67,26.2,0.331,9,13.4,0.672,10.6,35.7,11.1,5,3.06,13.9,17.1
24,Boise State,2021,9.75,1.71,75.8,66.7,26.5,58.4,0.455,7.86,22.7,0.346,14.9,20.2,0.735,9.04,35.5,13.5,6.54,2.86,11.7,17.1
25,Boston College,2021,0.82,8.97,71.3,79.5,25,59.3,0.422,9,27.3,0.33,12.3,17.6,0.702,9.15,33.3,11.5,7.2,3.85,13.7,16.2
26,Boston University,2021,-3.71,0.84,69.4,73.9,25.1,57.5,0.436,6.94,21.8,0.318,12.3,16.4,0.75,10.1,35.3,10.6,5.39,3.11,12.5,16.9
27,Bowling Green State,2021,-0.17,-2.37,77.5,74.6,27.8,66.6,0.418,8.19,25.7,0.319,13.6,18.5,0.736,12.5,38.3,12.6,7.08,2.19,9.85,17
28,Bradley,2021,0.32,1.17,69.6,66.6,26.3,58.4,0.45,6.86,21.5,0.318,10.1,14,0.723,10.1,36.9,13.6,5.14,3.57,12.4,16.3
29,Brigham Young NCAA,2021,15.19,7.23,78.1,68.6,28.7,59.6,0.483,8.74,23.4,0.373,11.9,16.4,0.725,9.44,39.2,16.1,4.59,2.81,13.2,18
30,Bryant,2021,-1.37,-7.27,83.8,75.6,29,62.4,0.465,9.45,24.8,0.381,16.3,21.5,0.761,10.2,39.8,15.3,6.91,3.55,15.1,16.6
31,Bucknell,2021,-7.78,-5.36,74.9,77.3,25.9,56.9,0.455,7.33,22.3,0.33,15.8,20.7,0.762,6.5,33.5,12,5.83,3.5,12.7,17.4
32,Buffalo,2021,6.5,-1.58,81.4,72.9,30.6,66.5,0.461,7,20.7,0.338,13.1,19.5,0.671,14.8,43.8,15.9,7.96,4.12,13.9,17.7
33,Butler,2021,4.76,9.92,63.5,68.7,22.9,55.7,0.411,7.16,22.2,0.323,10.6,16.4,0.646,9.2,32.3,12.3,5.56,2.04,11.4,16.2
34,Cal Poly,2021,-13.69,-1.56,61.5,70.8,21.6,54.8,0.395,6.54,20.5,0.32,11.7,16.2,0.722,7.79,32.4,12.4,6.21,3.5,13.9,18.6
35,Cal State Bakersfield,2021,-0.13,-2.38,69.7,64,26.3,58.9,0.447,5.62,15.9,0.353,11.4,16,0.714,13.4,36.9,14,6.42,3,13,19.2
36,Cal State Fullerton,2021,-6.32,-3.05,77,78.6,26.9,59.4,0.452,8.19,21.3,0.384,15.1,20.4,0.739,8.75,32.9,13.6,6.69,2,12.8,16.9
37,Cal State Northridge,2021,-8.69,-1.97,72.1,77.7,25.5,60.1,0.423,7.73,22.9,0.338,13.5,18.5,0.727,9.45,33.2,13.3,6.36,2.14,11.9,17.4
38,California,2021,4.89,9.75,65.4,69.2,22.8,53,0.43,7.03,21.4,0.328,12.8,18.3,0.697,8.1,31.6,11.9,4.34,2.24,12.8,17.8
39,California Baptist,2021,-5.25,-5.04,79.1,72.8,27.6,58,0.475,9.35,23.8,0.393,14.7,19.9,0.737,9.61,37.1,17.5,5.04,2.48,13.5,19.7
40,Campbell,2021,-6.82,-7.34,71,68.1,25.9,52.2,0.496,7.22,19.3,0.375,12,17.7,0.678,6.11,28.4,14.3,6.11,2.26,12.1,17
41,Canisius,2021,-8.61,-7.84,70.4,71.2,24.7,60.5,0.408,7.46,25.2,0.297,13.5,19.1,0.71,10,34.6,12.7,5.62,3.46,12,18
42,Central Arkansas,2021,-14.86,-1.99,70.9,80.5,25.3,57.8,0.437,7.08,19.5,0.363,13.3,18.5,0.717,10.3,37,13.4,5.04,2.67,17.5,18
43,Central Connecticut State,2021,-15.12,-6.27,68.5,77.4,24.9,58.6,0.424,7.14,22,0.324,11.7,16.6,0.704,8.52,31.6,12.9,6.9,2.57,14.2,17.1
44,Central Michigan,2021,-12.34,-4.19,76.8,79.8,27.4,61.6,0.445,6.61,20.1,0.329,15.3,22.7,0.673,10.5,36.2,10.7,8.17,2.91,13.3,17.2
45,Charleston Southern,2021,-16.72,-6.22,65.5,73.8,22.9,56.3,0.406,7.62,24.1,0.316,12.1,17,0.714,10.2,37,10.4,6.14,3.86,16.5,18.3
46,Charlotte,2021,-5.68,-2.43,63.5,66.7,21.8,50.4,0.432,5.72,17.6,0.324,14.2,19.4,0.731,6.88,31.1,11.3,5.44,2.92,13.4,14.6
47,Chattanooga,2021,-1.54,-2.92,72.6,69.3,25.7,58.5,0.438,8.38,23.3,0.359,12.9,16.5,0.783,8.35,33.9,12.3,6.85,1.85,11.1,14.2
48,Chicago State,2021,-31.82,1.41,55.4,88.7,20,55.2,0.362,5.67,22.6,0.251,9.78,14,0.698,6,26,9.89,5.44,1.44,15.6,19.8
49,Cincinnati,2021,3.99,7.21,68.9,72.1,24.6,58.2,0.423,7.09,22.8,0.311,12.6,19.2,0.656,10.7,36.2,15,6.74,3.78,14.6,18.9
50,Clemson NCAA,2021,12.49,9.49,64.9,61.9,23.4,55.1,0.425,8.25,23.9,0.345,9.83,12.8,0.769,8.58,32.6,13.3,6.08,2.88,12.6,15.6
51,Cleveland State NCAA,2021,-5.12,-4.82,70.9,71.2,26,57.7,0.45,6.37,19.8,0.321,12.6,18.8,0.671,10.5,34.6,13.7,6.96,2.56,12.9,19.4
52,Coastal Carolina,2021,-2.74,-7.6,79.5,68.2,28.2,61.7,0.456,8.5,23.8,0.358,14.7,20.5,0.717,13.5,43.5,15.5,8.19,3.96,15.2,16.7
53,Colgate NCAA,2021,13.66,-1.9,85.2,69.6,30.9,62.8,0.493,9.25,22.9,0.403,14.1,19.4,0.723,9.5,39.9,17.6,7.06,3.44,10.8,16.2
54,College of Charleston,2021,-4.96,-3.13,70.6,69.9,25.3,56.1,0.451,8.32,22.2,0.374,11.6,16.4,0.711,8.21,32.8,10.6,5.26,2.79,10.4,17.1
55,Colorado NCAA,2021,18.88,9.57,73.1,63.8,25.9,56.7,0.456,7.69,20.7,0.372,13.7,16.7,0.819,9.75,34.8,13.6,5.22,2.75,11.4,16.4
56,Colorado State,2021,8.06,1.06,74,66.8,25.5,54.9,0.465,8.39,23.8,0.353,14.5,18.4,0.792,7.57,34.5,14.6,5.86,2.68,13.5,16.6
57,Connecticut NCAA,2021,15.77,8.59,71.7,64.6,26.2,60.3,0.434,6.74,20.1,0.335,12.7,17.5,0.722,13.5,38.2,12.9,6.17,5.26,11.7,18.8
58,Coppin State,2021,-12.37,-6.06,72.8,79.1,24,58.5,0.411,8.77,28.9,0.303,16,25.6,0.622,7.45,36.2,13,8.55,3.23,15.8,17.9
59,Creighton NCAA,2021,16.28,8.54,76,68.2,28.3,60.1,0.472,9.45,26.2,0.361,9.87,15.4,0.64,8.35,35.7,15.6,6.97,3.32,11,15.4
60,Davidson,2021,9.02,3.4,71.8,64.1,26,55.2,0.472,9.82,27,0.364,9.86,14.4,0.687,8.95,34.5,15.1,5.14,2.59,10.7,14.9
61,Dayton,2021,6.31,4.35,69.8,67.8,24.7,51.6,0.478,8,21.5,0.372,12.4,17.4,0.713,6.71,33,13.5,4.5,1.96,14.4,15.4
62,Delaware,2021,-5.19,-5.04,67.5,67.5,23.1,52.9,0.438,7.13,21.4,0.333,14.1,19.8,0.714,8.73,35.1,12.5,4.6,3.6,14.3,17.5
63,Delaware State,2021,-24.09,-6.33,70.8,85.7,24.6,62.3,0.396,8,25.9,0.309,13.5,18.8,0.72,10.8,35.7,11.4,6.47,3.63,16.9,21.3
64,Denver,2021,-16.4,-5.8,69.8,79.1,24.7,55.8,0.443,6.71,19.1,0.351,13.7,19,0.721,7.43,30.3,11.9,5.71,2.57,14.8,20.5
65,DePaul,2021,2.67,8.83,65.8,71.9,25.3,60.7,0.417,5.42,17.2,0.315,9.74,14.4,0.678,12.1,37.7,11.4,6.84,3.89,15.8,19.7
66,Detroit Mercy,2021,-3.66,-6.21,76.5,74,27.2,58.6,0.464,10.2,26.1,0.391,11.9,14.8,0.804,8.95,32.7,14.3,6.82,2.45,11.5,14.3
67,Drake NCAA,2021,9.42,-0.48,75.9,64.5,29.3,60.6,0.483,7.03,19.2,0.367,10.3,14.5,0.713,10.2,36.1,13.6,6.97,2.97,10.3,15.7
68,Drexel NCAA,2021,-0.97,-3.92,70.3,67.4,25.7,55,0.467,7.25,19.6,0.371,11.7,15,0.78,8.7,33.9,14.9,4.55,2.4,12.8,14.9
69,Duke,2021,13.04,8.33,76,71.3,28.8,61.6,0.468,8.38,23.8,0.352,9.96,14.4,0.691,11.2,35.5,16.3,8.21,4.54,12.8,17.1
70,Duquesne,2021,2.32,2.49,66.9,67.1,24.3,57.8,0.421,6.39,21.4,0.299,11.9,18.3,0.65,11.4,36.3,13.4,6.72,4.44,13.3,17.2
71,East Carolina,2021,1,3.83,66.8,67.9,23.6,57.6,0.41,5.74,18.9,0.304,13.8,19.1,0.724,9.95,34.4,15.9,6.16,3.11,12.6,17.1
72,East Tennessee State,2021,1.65,0.3,69.4,66.2,24.8,56.6,0.438,8.04,23,0.35,11.8,16.9,0.697,10.1,35.9,11.8,7.36,2.52,13.6,17.2
73,Eastern Illinois,2021,-12.71,-7.19,69.4,74.9,26.2,60.1,0.436,6.89,21.3,0.324,10.1,15.4,0.657,10.6,35,13.3,7.15,3.26,14.2,16.1
74,Eastern Kentucky,2021,-2.68,-8.24,81.8,73.7,30,67.1,0.448,9.62,26.8,0.359,12.1,17.1,0.706,10.6,35.6,15.9,10.3,3.55,12.9,18.4
75,Eastern Michigan,2021,-14.23,-1.23,70.4,75.7,24.9,59.8,0.416,7.11,22.8,0.311,13.5,18.1,0.745,9.39,33,11,8.83,2.39,12.3,15.2
76,Eastern Washington NCAA,2021,4.03,-3.15,78.3,70.4,27.8,59.4,0.468,8.5,23.9,0.355,14.2,18,0.791,7.42,35.3,15.2,4.79,2.92,11.5,17
77,Elon,2021,-5.32,-4.43,65.7,65,23.6,57,0.415,8.11,24.9,0.325,10.4,14,0.741,8.74,34.3,10.8,5.68,2.05,11.5,18.9
78,Evansville,2021,-4.85,-0.01,64.8,69.6,22.8,52,0.44,9.6,25.5,0.377,9.48,13.2,0.718,5.96,26.8,11.6,4.88,2.24,11,15.1
79,Fairfield,2021,-11.46,-6.57,61.8,66.7,21.5,53.9,0.398,6.04,19.1,0.315,12.8,18.4,0.696,9.81,35.1,10,4.63,2.3,12.9,17.8
80,FDU,2021,-10.17,-6.46,75,78.8,26.9,59.7,0.45,8.08,21.5,0.375,13.2,18.5,0.712,10.2,33.9,12,7.58,3.88,14.2,18.3
