Rk,School,Year,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
322,UC Santa Barbara,2024,-3.19,-3.01,75.4,73.5,26.6,54.3,0.49,6.03,16.7,0.36,16.1,21.8,0.736,8.13,34.9,13.5,4.9,3.19,13.1,16.5
323,UCF,2024,11.92,8.17,71.7,67.9,24.8,58.9,0.42,6.82,21.2,0.322,15.4,21.9,0.701,12.4,37.7,11.4,8.7,5,12.5,18.2
324,UCLA,2024,7.5,7.84,66,65.5,23.1,55.2,0.419,5.55,16.7,0.332,14.2,19.5,0.73,10.3,33.8,11.2,5.82,3.3,10.8,18.5
325,UNC Asheville,2024,-1.92,-2.99,78.9,73.1,26.6,57.4,0.465,8.15,22.3,0.365,17.4,23.5,0.742,9.38,34.8,15.7,5.97,4.29,11.9,17.1
326,UNC Greensboro,2024,-0.27,-2.9,75.7,69.8,27,58.7,0.461,10.1,25.4,0.397,11.6,15.8,0.73,9.97,35.4,14.8,6.97,2.53,10.9,17.2
327,UNC Wilmington,2024,1.21,-2.9,79.4,71,27.8,60.4,0.461,8.32,23.9,0.348,15.4,20.3,0.76,10.6,34.4,12.2,6.52,2.42,8.58,17
328,UT Arlington,2024,2.38,0.69,76.9,73.3,25.9,58.3,0.444,8.97,25.3,0.354,16.1,22,0.735,11.9,37.5,15.8,7.09,3.82,15.5,20.8
329,Utah,2024,15,9.41,78.8,73.2,29.2,62.4,0.469,9.32,25.2,0.37,11,16.9,0.65,10,38.9,17.7,5.86,4.16,11.5,15.9
330,Utah State NCAA,2024,11.56,5.29,79.7,71.3,28.5,58.2,0.491,6.46,19.4,0.333,16.1,22.4,0.72,9.49,35.8,16.3,6.8,4.23,11,17
331,Utah Tech,2024,-8.08,-1.18,70.8,77.1,24.9,55.6,0.447,6.48,19.2,0.337,14.5,22.5,0.645,9.9,34.5,12.9,6.61,4.29,16,20.9
332,Utah Valley,2024,-1.33,-0.03,68.7,68.6,25,57.8,0.433,4.81,16.9,0.285,13.8,20.5,0.676,10.5,36.8,14.9,6.94,4.47,12.3,18.1
333,UTEP,2024,-1.49,-1.3,72.6,69.1,25.3,56.5,0.447,5.71,17.9,0.319,16.4,23.8,0.69,10.6,33.1,12.9,11.4,2.85,14.7,19.9
334,UTSA,2024,-5.26,-0.71,77.6,81,26.2,63.8,0.41,9.72,28.8,0.337,15.6,21.9,0.71,13.1,40.3,13.9,5.03,4.16,11.3,17.9
335,Valparaiso,2024,-8.25,1.17,67.6,75.5,24.9,61.3,0.406,7.31,22.5,0.325,10.5,14.7,0.715,10,33.3,12,6.16,3.53,11,16.3
336,Vanderbilt,2024,0.19,8.16,67.9,75.9,23.4,58.7,0.399,6.53,23.1,0.283,14.6,20.6,0.709,10.8,34.4,9.38,6.13,2.88,10.4,15.3
337,Vermont NCAA,2024,2.78,-3.31,71.6,63,25.7,56.6,0.455,8.57,25.1,0.342,11.6,16.2,0.716,7.66,34.6,13.7,5.89,3.89,9.2,13.9
338,Villanova,2024,14.44,9.82,70.2,65.6,24.3,57.2,0.425,9.26,27.4,0.338,12.4,15.3,0.808,8.47,34.8,12.9,5.79,2.38,9.62,15.3
339,Virginia NCAA,2024,10.45,7.31,62.9,59.8,23.8,55.5,0.428,6.47,18.1,0.358,8.94,14,0.637,8.76,32.6,15,7.03,4.97,8.06,13.5
340,Virginia Commonwealth,2024,8.7,4.41,71,66.7,23.8,54.2,0.44,8.47,24,0.353,14.8,19,0.781,9.03,35.2,13.6,6.47,4.39,12.2,16.4
341,VMI,2024,-20.65,-2.44,68.9,82.6,25.6,60.5,0.423,6.56,21,0.312,11.2,16.2,0.692,9.34,36.6,10.5,5.59,2.56,15.8,16.8
342,Virginia Tech,2024,11.91,7.97,74.9,71,26.1,56,0.465,8.12,23.3,0.348,14.7,18.5,0.793,7.74,32.4,15.1,5.29,2.44,11.1,15.9
343,Wagner NCAA,2024,-10.64,-8.58,63.7,63.1,23,58,0.396,7.21,22,0.327,10.6,15,0.704,11.2,35.8,12.8,5.91,2.3,9.88,15.4
344,Wake Forest,2024,14.94,7.52,78.1,70.7,27.7,58.3,0.474,7.94,21.8,0.364,14.8,18.7,0.795,8.46,34.2,12.3,5.91,4.14,10.7,15.5
345,Washington,2024,11.85,8.38,80.6,77.1,29.1,61.9,0.47,8.06,22.8,0.354,14.3,19.9,0.722,9.41,36,15.1,5.75,3.69,11.7,18.3
346,Washington State NCAA,2024,14.02,7.19,73.5,66.7,27.1,58.5,0.463,6.37,18.8,0.339,13,18.5,0.704,11.2,37.6,12.4,5.17,4.91,10.9,16.6
347,Weber State,2024,-0.49,-4.15,75.4,67.5,26.3,56.2,0.469,7.84,22.5,0.348,14.9,19.9,0.749,7.75,32,12.2,6.91,1.66,9.88,15.5
348,West Virginia,2024,3.73,10.76,69.8,76.8,24,55.8,0.43,7.28,20.8,0.349,14.6,20.7,0.705,9.16,33.8,13,4.34,3.56,12.7,15.2
349,Western Carolina,2024,1.96,-3.35,76.8,68.7,28.2,61.3,0.46,8.16,22.3,0.366,12.3,17.3,0.712,10.5,39.7,11.5,4.41,3.22,10.3,16.8
350,Western Illinois,2024,-8.75,-7.37,68.8,65.7,25,58.7,0.427,5.91,18.5,0.319,12.9,20.9,0.615,14.6,42.3,12.8,5.24,5.61,13.2,14.2
351,Western Kentucky NCAA,2024,1.19,-2.91,80.2,74.4,29.3,62.9,0.466,6.85,20.2,0.34,14.8,20.6,0.72,10.6,39.9,13.4,7.65,3.24,13.8,18.4
352,Western Michigan,2024,-9.3,-3.79,71.3,74.9,25.9,59.8,0.433,7.91,23.3,0.339,11.6,18.6,0.625,12.6,37.9,13.1,5.28,2.72,13.4,17.2
353,Wichita State,2024,2.02,3.2,72.8,73.1,27.5,61.5,0.447,6.47,19.4,0.333,11.3,16.2,0.697,11.6,39.4,12.1,6.26,4.18,12.3,15.4
354,William & Mary,2024,-11.33,-5.55,69.8,72.1,23.8,57.9,0.412,8.97,27.8,0.323,13.2,18.8,0.702,10.3,35.2,12.3,4.73,1.7,10.8,17
355,Winthrop,2024,-1.97,-3.42,77.3,71.5,25.6,55.1,0.464,7.44,21.8,0.341,18.8,26.8,0.702,10.7,35.4,11.9,6.28,2.78,13,17.8
356,Wisconsin NCAA,2024,16.01,11.35,74.7,70,26.4,57.4,0.461,7.11,20.4,0.349,14.7,19.4,0.755,10.1,34,12.7,6.22,1.64,9.94,16.5
357,Wofford,2024,-3.87,-1.6,74.5,73.8,27.3,59.5,0.459,9.56,26.6,0.359,10.3,16.6,0.62,10.5,37.2,15.4,4.44,2.69,11.7,16.3
358,Wright State,2024,-0.22,-3.62,86.5,81.2,32.3,60.9,0.53,6.81,17.8,0.383,15.1,19.9,0.757,9.06,34.7,16.5,6.25,2.81,11.8,15.6
359,Wyoming,2024,0.54,4.57,72.8,74.5,24.7,54.8,0.451,7.53,20.3,0.372,15.9,21.4,0.741,9.59,34.5,11.7,5.16,2.5,12.8,15.6
360,Xavier,2024,12.23,11.03,75.9,74.6,27.1,62.2,0.436,6.82,19.9,0.342,14.7,19.8,0.746,11.8,38.1,16.2,6.94,3.38,11.6,16.8
361,Yale NCAA,2024,4.63,0.41,74.7,67.5,27.8,59.7,0.467,7.3,20.8,0.351,11.7,16.5,0.707,9.88,36.5,15,6.18,3.18,9.58,15.1
362,Youngstown State,2024,0.97,-5.11,81.2,70.9,29.1,64.5,0.451,8.81,27.3,0.323,14.2,18.4,0.771,12.8,40,15.3,6.19,4.88,11,16.3
1,Abilene Christian,2023,-2.79,0.9,75,71.1,27.1,60,0.451,7.03,20.4,0.344,13.8,19.1,0.723,10.2,32.4,15.7,8.8,2.37,12.6,20.6
2,Air Force,2023,2,2.12,66.9,67.1,23.6,51.1,0.462,8.16,22.9,0.356,11.5,16,0.722,6.66,29.6,15.3,5.75,3.97,12.2,17
3,Akron,2023,4.19,-1.65,74.6,66.9,25.6,57.5,0.445,9.09,25.6,0.355,14.4,19.5,0.739,10.2,35.7,13.4,6.03,2.64,11.2,16
4,Alabama NCAA,2023,23.19,9.65,81.8,68.3,27.6,62.5,0.442,9.89,29.5,0.335,16.6,22.9,0.725,13.1,44.6,15,6.05,5.11,13.8,18.7
5,Alabama A&M,2023,-10.78,-7.71,69.6,70.9,24.9,56.6,0.441,6.85,18.5,0.37,12.9,19.7,0.655,10.1,32.7,12.7,8,4.03,15.1,18.9
6,Alabama State,2023,-16.33,-6.29,63.3,72.6,22,58.7,0.375,5.97,19.5,0.306,13.3,18.8,0.705,12.5,36,9.97,5.87,3.55,13.4,18
7,Albany (NY),2023,-14.36,-4.53,67.3,75.2,23.4,56.6,0.414,7.65,23.4,0.327,12.8,17.7,0.722,10.2,33.3,11.7,5.74,1.65,13.4,18.6
8,Alcorn State,2023,-8.74,-5.81,67.7,70.6,23.8,58.4,0.408,5.13,17.3,0.296,14.8,20.6,0.721,12,34,9.88,8.03,2.5,12.6,18.9
9,American,2023,-8.26,-7.73,65.4,65.9,24.5,50.9,0.482,6.38,18.4,0.346,9.97,14.2,0.701,8.09,30.3,13.6,7.44,3.94,14,15.1
10,Appalachian State,2023,-1.5,-0.98,70.3,64.6,25.6,57.9,0.442,7.59,22.7,0.335,11.5,17,0.676,9,35.7,13,6.38,4.56,11,13.8
11,Arizona NCAA,2023,19.08,8.34,81.9,71.1,29.2,59.2,0.494,8.43,22.3,0.378,15,21.2,0.708,10.2,39.3,18.9,6.09,3.14,13.4,16.9
12,Arizona State NCAA,2023,11.29,8.18,71.1,68,25.3,60.1,0.421,7.61,23.6,0.322,12.9,18.8,0.689,11,36.5,14.3,7.08,4.72,11.7,18.6
13,Arkansas NCAA,2023,15.99,9.87,74.1,67.9,26.7,57.3,0.466,4.97,15.9,0.313,15.7,22.5,0.698,10.4,35.3,12.8,8.39,5.06,12.7,19.3
14,Arkansas State,2023,-8.07,-3.3,65.7,67.6,23.5,54.5,0.432,6.33,18,0.352,12.3,18.2,0.677,9.85,33.6,13.1,6.67,3.27,11.7,16.8
15,Arkansas-Pine Bluff,2023,-12.99,-5.36,66.9,69.7,22.6,57.8,0.391,7.9,25,0.316,13.8,18.9,0.727,10.1,34.5,12.8,8.06,2.77,15.3,19.7
16,Army,2023,-7.13,-7.58,73.1,70.4,26.8,56.2,0.478,7.64,21.8,0.351,11.8,17.3,0.684,8.48,34.3,13.1,5.09,2.12,12.9,16.1
17,Auburn NCAA,2023,14.35,9.29,72.8,67.7,25.7,58.6,0.439,6.5,20.6,0.315,14.8,21.3,0.696,11.6,36.2,14.1,7.74,5.06,12.2,19.3
18,Austin Peay,2023,-12.17,-2.6,66.7,72.3,24,57.7,0.415,7.16,22.3,0.322,11.6,16,0.725,10.1,31.4,12.5,7.1,3.03,11.7,16.9
19,Ball State,2023,-1.2,-3.5,76.4,71.6,26.3,55.8,0.471,7.5,20.3,0.369,16.3,23.7,0.689,10.5,35.8,13.2,5.5,3.84,12.2,16.4
20,Baylor NCAA,2023,17.3,10.54,77,70.3,25.9,57.6,0.45,9.5,25.8,0.368,15.8,21.2,0.744,11.5,34,14.2,6.56,2.41,12.1,17.4
21,Bellarmine,2023,-7.42,-1.35,66.3,67.2,24.2,52.7,0.459,8,22.8,0.351,9.97,13.2,0.755,6.58,29.1,14.2,5.58,1.36,11.2,15.8
22,Belmont,2023,1.88,-1.93,76.5,71.8,28.1,59.4,0.472,9.59,24.7,0.388,10.8,14.8,0.726,8.34,33,15.3,7.03,3.16,11.4,15.6
23,Bethune-Cookman,2023,-17.15,-7.82,67.9,75,24.1,58.2,0.414,6.84,18.9,0.361,12.8,18.3,0.698,10,32.4,11.3,7.22,2.81,12.9,17.3
24,Binghamton,2023,-10.44,-5.51,68.8,71.5,25.6,56.9,0.45,5.55,17.2,0.323,12,16.9,0.713,9.71,35,11.6,4.65,3.16,13,18
25,Boise State NCAA,2023,12.78,6.21,72.1,64.6,25.8,57,0.453,7.79,21.6,0.362,12.6,17.3,0.733,9.03,35.7,11.3,5.03,2.85,11.1,16.3
26,Boston College,2023,1.09,4.73,66.6,70.2,24.8,56.8,0.437,5.7,17.9,0.319,11.2,15.5,0.725,9.33,33.1,12.5,6.36,3.58,12.3,15.8
27,Boston University,2023,-8.1,-6.52,67.1,67.2,23.8,57.7,0.412,7.44,22.6,0.33,12.1,16.4,0.739,10.3,35.5,10.5,6.41,2.47,12,17.5
28,Bowling Green State,2023,-8.46,-3.81,76,78.5,27.1,60,0.452,7.23,21.2,0.34,14.5,20.1,0.725,10.5,35.8,13.8,6.06,3,12.2,17.7
29,Bradley,2023,6.51,-0.67,70.7,62.7,26.2,56.8,0.461,7.89,22.2,0.355,10.4,15.6,0.665,9.74,35.4,13.3,6.8,3.89,11.7,16.1
30,Brigham Young,2023,9.43,5.4,75.5,69.9,26.9,59.1,0.455,8.12,23.9,0.34,13.7,19.1,0.717,11,37.4,14.7,7.38,3.97,14.1,19.4
31,Brown,2023,-2.47,-2.69,69.6,69.3,25.3,57.7,0.438,8,23,0.347,11,17.2,0.642,8.93,34.9,13.8,7.19,3.22,13.4,16.2
32,Bryant,2023,-3.59,-4.52,79.4,73.1,28.3,60.7,0.466,8.1,23.8,0.34,14.7,20.1,0.734,10.6,39.3,13.4,6.67,3.53,13.4,17.3
33,Bucknell,2023,-9.93,-6.96,67.5,68.5,24.9,54.7,0.456,7.34,20.6,0.356,10.4,14.5,0.717,8.13,33.9,13.4,5.5,3.78,13.3,15.6
34,Buffalo,2023,-2.97,0.67,77.5,77.7,28.3,62.5,0.453,7,21.8,0.322,13.9,19.8,0.704,11.8,37.8,14.7,7.94,3.19,14.1,18.8
35,Butler,2023,5.85,8.54,65.3,67.9,24.1,55.2,0.436,6.47,19.8,0.327,10.6,14.3,0.739,6.47,29.9,12.6,6.75,4.31,11.8,13.4
36,Cal Poly,2023,-7.51,-0.54,60.8,65.9,21.7,52.5,0.413,5.48,18.6,0.294,12,16.1,0.744,8.52,32.7,10.3,5.48,2.48,13.8,19.8
37,Cal State Bakersfield,2023,-8.34,-1.47,60.5,64.7,22.2,53.6,0.414,4.3,13.2,0.325,11.8,15.5,0.76,9.42,32,10.8,6.21,3.03,12.8,18.8
38,Cal State Fullerton,2023,1.73,-0.27,69.2,65.1,23.6,54.9,0.43,7.67,20.8,0.369,14.3,20.6,0.693,9.18,33.6,10.3,6.48,2.58,11.8,17.9
39,Cal State Northridge,2023,-10.4,-1.74,63.4,68.6,21.7,54.2,0.401,5.75,18,0.32,14.2,19.1,0.742,9.78,33.3,9.81,6.28,3.09,12.5,18.9
40,California,2023,-3.36,8.43,58.3,70.1,20.7,52.9,0.391,4.88,16.4,0.298,12.1,16.7,0.723,8.69,31.5,9.63,4.72,3.13,13,17.1
41,California Baptist,2023,0.21,-0.69,69.4,65.3,24.6,57.5,0.427,8.36,25.4,0.33,11.9,17.9,0.664,11,37.2,14.3,4.42,3.12,11.5,17.2
42,Campbell,2023,-5.23,-4.89,69.8,68.5,24.4,52.3,0.467,6.71,20.1,0.334,14.3,20.3,0.703,7.85,31.4,12.2,6.24,2.85,11.9,16.3
43,Canisius,2023,-7.05,-3.46,70.4,72.3,25.4,60.3,0.422,8.5,24.5,0.347,10.9,14.9,0.732,10.4,33.6,14.4,5.6,2.63,11.9,15.6
44,Central Arkansas,2023,-13.72,-3.15,72.9,81.5,26.4,64.1,0.412,8.52,26.4,0.323,11.6,15.5,0.749,11.2,36.4,12.4,6.52,3.16,13.3,16.4
45,Central Connecticut State,2023,-13.68,-9.49,66,70.2,24.7,58.6,0.422,6.84,20.9,0.327,9.69,13.7,0.709,10.1,34.1,12.9,5.59,3.81,11.9,14.1
46,Central Michigan,2023,-11.97,-2.62,65.7,73,22.6,54.5,0.416,6.16,20.5,0.3,14.3,20.7,0.69,11.1,35.4,10.7,5.84,3.81,15.9,19.8
47,Charleston Southern,2023,-9.44,-4.47,72.6,74.4,26.4,59.7,0.443,8.1,23.6,0.343,11.7,16.1,0.727,11.6,35.2,12,5.06,2.61,11.8,18.1
48,Charlotte,2023,3.9,-0.46,66.9,62.6,24.6,52,0.473,8.08,21.4,0.377,9.69,12.9,0.751,6.42,29.6,13,5.53,2.5,10.6,13.6
49,Chattanooga,2023,-2.34,-3.34,77.2,72.1,26.4,58.3,0.452,11.4,30.2,0.377,13,18.3,0.714,9.57,36.2,15.3,5.71,3.46,11.6,15.8
50,Chicago State,2023,-11.29,-3.51,70.3,73,24.5,56.7,0.433,8.26,24.4,0.339,13,17.9,0.728,11.8,35.2,12.2,5.65,2.68,13.6,18.1
51,Cincinnati,2023,11.77,4.97,77.1,69.3,28.4,63.4,0.448,8.72,24.8,0.351,11.6,16.4,0.706,11.2,37.3,15.5,6.28,3.94,10.7,15.8
52,Clemson,2023,10.53,3.71,74.7,67.9,26.4,56.6,0.467,8.29,22.8,0.364,13.5,17.2,0.785,7.41,35.2,14.3,5.15,3.15,11.1,17.3
53,Cleveland State,2023,-2.6,-5.05,71.8,68.7,27.4,60.3,0.454,5.09,16.6,0.307,11.9,17.5,0.681,12.5,35.5,13.3,6.91,3.4,11.6,16.6
54,Coastal Carolina,2023,-8.93,-1.75,73.3,74,26.3,60.6,0.434,7.19,22.7,0.316,13.5,17.2,0.784,11.3,37.2,12.4,6.06,3.19,12.2,16
55,Colgate NCAA,2023,2.2,-5.86,78.1,69.3,29.8,58.2,0.511,8.17,20.3,0.403,10.4,15.7,0.661,7.97,33.7,18.2,7.09,2.86,10.2,12.5
56,College of Charleston NCAA,2023,8.4,-4.02,80.1,67.2,27.4,62.9,0.436,9.94,30,0.331,15.4,20.7,0.744,13.5,40.3,13.7,7.4,3.11,11.9,16.9
57,Colorado,2023,11.17,8.39,69.9,67.1,25.5,58.8,0.434,6.54,20.3,0.322,12.2,17.6,0.695,11.1,37.1,13,7.46,3.66,13.2,16.2
58,Colorado State,2023,5.64,5.86,72.5,71.4,26.5,54.2,0.488,7.61,20.9,0.364,11.9,16,0.745,5.97,30.7,16.5,5.67,2.45,11.2,16.3
59,Columbia,2023,-14.37,-2.37,67.8,75.8,24,59.6,0.403,7.79,24.6,0.317,12,16.8,0.715,10.2,34.4,11.7,6.76,2,13.8,16.7
60,Connecticut NCAA,2023,22.95,8.51,78.6,64.1,27.7,59.8,0.464,9.05,24.9,0.363,14,18.4,0.761,13,39.3,17.5,6.28,4.87,12.9,17.7
61,Coppin State,2023,-14.76,-3.6,72,83.2,24.3,55.9,0.435,8.38,24.8,0.338,14.9,20.8,0.719,6.44,30.4,11.3,7.69,2.53,14.9,19.7
62,Cornell,2023,0.63,-2.41,81.7,76,29.1,62.1,0.47,10.7,30.4,0.353,12.7,17.5,0.724,10.4,34.4,17.5,9.71,2.25,12.4,16.6
63,Creighton NCAA,2023,17.83,9.8,76.4,68.4,27.4,58.5,0.469,8.62,24.4,0.354,13,16.6,0.783,8.27,37,15.7,5,4.11,11.6,13.1
64,Dartmouth,2023,-7.98,-2.52,71.4,72.4,25.7,58.1,0.442,8.14,24.5,0.333,11.9,17,0.699,8.43,34.9,12.9,5.46,4.04,14.4,17
65,Davidson,2023,1.99,1.47,69.9,68.7,24.5,55.4,0.443,6.75,20.8,0.325,14.1,18.8,0.748,8.28,32.9,13.1,5.38,1.28,10.8,15.2
66,Dayton,2023,8.71,1.09,68.6,61,24.5,52.5,0.467,6.62,19.6,0.338,13,18.6,0.699,9.44,36.1,15.2,4.79,4.38,12.1,13.8
67,Delaware,2023,-5.57,-3.72,69.6,70.7,24.7,56.3,0.439,6.61,20.6,0.321,13.6,18.7,0.727,8.67,32.4,11.8,6.91,3.97,11.3,16.4
68,Delaware State,2023,-17.7,-4.95,64.6,75.5,23.8,57.5,0.414,5.7,18.1,0.315,11.3,16.5,0.688,11.2,34.9,12.4,6.97,2.63,16,18.4
69,Denver,2023,-9.56,-5.89,72.7,75.1,26.1,53.6,0.487,4.5,13.8,0.326,16,22.3,0.717,9.06,35.2,11.3,5.53,3.06,15,17
70,DePaul,2023,2.9,9.03,71.2,77.3,25.4,59.4,0.427,8.27,22.5,0.368,12.1,16.4,0.739,9.24,32.4,13.8,6.39,4.73,12.9,18.3
71,Detroit Mercy,2023,-3.21,-3.61,76.6,75.3,26.5,61.3,0.433,10.2,26.5,0.386,13.2,17.2,0.768,13.1,36.7,12.5,6.12,1.94,11.8,16
72,Drake NCAA,2023,7.84,-1.14,74.8,63.9,27.2,58.1,0.469,7.94,21.5,0.37,12.4,16.2,0.767,7.94,35.7,13.7,5.34,2.63,10.5,14.9
73,Drexel,2023,-2.27,-5.43,66.7,62.4,24.2,56.1,0.431,7.16,22.7,0.316,11.3,16.5,0.683,10.3,35,11.7,5.63,3.22,11.7,14.5
74,Duke NCAA,2023,15.83,7.44,72,63.6,26,57.6,0.452,6.81,20.3,0.335,13.2,17.2,0.766,12,38.7,14.6,5.67,4.53,12,15.3
75,Duquesne,2023,3.48,-0.16,74.9,71.3,27.2,62.2,0.437,9.15,25,0.366,11.4,16.4,0.694,12.4,35.7,15.3,8.06,3.76,12,18.6
76,East Carolina,2023,-0.29,1.41,68.8,70.5,23.3,57.5,0.406,7.55,23.9,0.316,14.7,21.3,0.688,12.2,37.1,13.1,6.48,2.64,13.2,17.7
77,East Tennessee State,2023,-6,-4.44,69.1,69,25.7,56.7,0.453,6.34,19.8,0.321,11.4,17.1,0.67,10.7,35.1,12.2,6.09,3.09,13.1,15.3
78,East Texas A&M,2023,-11.09,-7.53,71.6,73.4,26,57.3,0.454,8.42,26.3,0.32,11.1,15.8,0.701,9.18,32.2,14.4,5.79,3.06,12.8,18.7
79,Eastern Illinois,2023,-14.09,-6.75,68.8,72.1,25.7,58.1,0.443,5.23,15.9,0.329,12.2,19.1,0.637,9.29,33.9,14.5,8.39,3.39,13.5,18
80,Eastern Kentucky,2023,-1.47,-1.62,78.6,73.5,29.7,67.2,0.441,8.59,25.1,0.343,10.7,16.2,0.659,13.6,40,14.9,8,4.76,12,15.8
81,Eastern Michigan,2023,-11.05,-1.88,72.2,80.8,25.9,58.9,0.44,6.19,19.6,0.316,14.2,18.5,0.767,8.71,31.4,9.65,6.26,2.16,11.8,18.9
82,Eastern Washington,2023,1.47,-1.62,76.7,71.4,27.4,55.9,0.49,8.82,24.6,0.358,13.1,17.3,0.756,8.97,35.9,15.4,5.18,3.15,13.6,17.4
83,Elon,2023,-12.85,-4.38,65.4,71.6,23.8,56,0.425,6.81,22.6,0.302,11,15.5,0.708,8.78,33.7,12.2,6.13,2.16,12.3,16.1
84,Evansville,2023,-15.14,-1.54,62.4,76,22.8,57.5,0.396,6.22,19.3,0.322,10.6,16.9,0.63,7.88,31.4,10.3,7,1.94,12.3,16.3
85,Fairfield,2023,-6.98,-4.51,64.9,66,22.3,54.2,0.41,5.74,20,0.287,14.6,20.2,0.724,9.84,33.7,9.55,5.48,3.68,11.8,15.2
86,FDU NCAA,2023,-8.98,-9.83,77.4,74.2,28.2,62.5,0.452,8.16,23.7,0.345,12.7,16.9,0.752,11.5,34.4,14.7,7.97,2,11.5,18.8
87,Florida,2023,10.9,8.26,71.2,68.6,25.2,57.7,0.436,6.67,21.2,0.314,14.3,19.9,0.717,8.42,34.6,12.3,6.82,5.18,11.2,16.2
88,Florida A&M,2023,-17.81,-4.99,58.6,70,20.5,53,0.387,5.76,18.4,0.313,11.8,17.1,0.692,10.2,32.9,9.66,6.59,3.62,16,19
89,Florida Atlantic NCAA,2023,13.92,2.3,77.8,65.3,27.8,59.6,0.466,9.62,26.3,0.366,12.6,17.5,0.719,10.9,38.9,14.4,6.46,2.56,11.8,15.7
90,Florida Gulf Coast,2023,-2.63,-3.08,71.3,69.4,25.2,57.6,0.437,9.22,26,0.355,11.7,15.8,0.74,9.41,34.6,12.8,6.84,3.25,11.4,15.5
91,Florida International,2023,-2.71,0.32,73.1,75.1,27.1,58.2,0.466,6.84,21,0.326,12.1,16.9,0.713,8.59,31.5,12.4,9.06,4,14.8,17.1
92,Florida State,2023,-0.38,6.5,69.3,76.2,25.1,57.5,0.436,6.53,19.8,0.33,12.7,17.5,0.726,8.69,31.4,13.4,6.16,3.91,12.1,16.2
93,Fordham,2023,2.26,-2.14,72,67.6,24.2,57.6,0.419,7.64,24,0.318,16.1,21.7,0.741,10.8,36.9,12.7,7.21,4.85,13.5,19.6
94,Fresno State,2023,2.6,5.1,63.7,65.7,23.2,54,0.43,6.77,22,0.308,10.5,13.5,0.771,8,30.3,12.3,6.32,3.32,11.6,16.1
95,Furman NCAA,2023,4.89,-2.9,80.9,71.2,28.2,59.1,0.477,9.44,27.4,0.344,15,20.2,0.741,9.75,35.1,16.7,6.61,3.19,11,16.8
96,Gardner-Webb,2023,-3.84,-4.64,70.7,65.5,26.2,56.2,0.467,6.32,18.8,0.336,11.9,19.1,0.625,10,35.4,12.9,7.16,4.71,13,19.2
97,George Mason,2023,1.73,0.27,68.7,67.3,24.2,53.8,0.451,7.27,20.8,0.35,13,19.9,0.651,9.15,35.8,13.7,4.61,3.12,13.7,17.2
98,George Washington,2023,-1.93,-0.61,76.3,76.7,27.2,57.8,0.47,7.13,22.2,0.321,14.8,20.1,0.738,8.88,34.9,12.7,5.69,3.41,12.6,16.4
99,Georgetown,2023,-1.07,7.52,69.5,78.1,25.6,60.4,0.423,5.78,18.7,0.309,12.6,17.6,0.718,10.8,36,11.9,6.16,4.56,12.3,14.4
100,Georgia,2023,1.8,4.8,68.5,71.5,22.8,55.4,0.41,6.72,21.2,0.317,16.3,22.4,0.727,10.8,35.8,11.2,6.31,2.66,13.2,16
101,Georgia Southern,2023,-3.25,-2.02,68.4,66.7,25.5,58.4,0.436,6.27,20,0.314,11.2,16.3,0.686,9.85,35.3,10.4,7.03,2.85,11.5,16.7
102,Georgia State,2023,-6.79,-0.93,66.7,69.4,24,57.7,0.416,5.29,17.9,0.295,13.4,18.7,0.713,11.1,34.5,11,5.77,3.58,12.9,17
103,Georgia Tech,2023,2.08,4.89,69.7,70.8,25.9,61.2,0.423,7.85,23.4,0.335,10.1,14.5,0.696,10.6,35,14,5.97,4.06,10.6,15.9
104,Gonzaga NCAA,2023,18.99,8.04,86.1,73.4,32.1,61.7,0.521,7.54,19.9,0.379,14.4,20.8,0.693,10.4,37.2,16.3,7.24,3.43,10.7,16.6
105,Grambling,2023,-4.03,-8.48,69,62.2,24.6,54.1,0.454,5.27,14.8,0.356,14.5,22.6,0.644,11,36.2,12.3,7.33,4.12,14.4,18.9
106,Grand Canyon NCAA,2023,4.43,1.27,75.2,67.3,25.9,56.1,0.462,8.97,23.4,0.383,14.4,20.1,0.716,10.1,36.6,12.6,4.92,3.19,11.9,18
107,Green Bay,2023,-20.3,-3.14,59.3,76.5,20.5,52,0.394,6.81,22.6,0.301,11.5,16.4,0.702,7.34,28.3,10.9,5.06,2.38,14,16.9
108,Hampton,2023,-15.25,-4.71,68.2,77.5,23.7,60.4,0.392,7.13,22.2,0.322,13.7,19.9,0.687,10.5,34.3,11,4.31,3.16,11.1,18.3
109,Hartford,2023,-23.12,-7.96,62.8,71.1,23.5,55.1,0.427,7.36,22.1,0.332,8.32,12.9,0.644,9.11,31.6,13,6.39,3.75,14.4,14.1
110,Harvard,2023,-0.71,-2.02,68.4,66.4,25,56.9,0.439,6.57,21.3,0.309,11.8,17.6,0.669,10.7,36.3,13.2,7.54,3.82,13.6,14.6
111,Hawaii,2023,2.36,-2.17,66.9,61.8,23.4,54.5,0.429,6.67,20.2,0.33,13.5,18,0.747,9.7,35.3,11.1,4.58,3.79,12.2,16
112,High Point,2023,-9.88,-5.23,74.6,77.2,26.2,59.2,0.443,7.55,23.2,0.325,14.6,23.3,0.626,11.7,38,12.4,6.55,4.9,14.1,18.5
